web-scraper-order,web-scraper-start-url,userID,userID-href,name,uploads,subscribers,videoviews,country,channeltype,usercreated,grade,YouTube_Link,YouTube_Link-href,TwitterHandle,TwitterHandle-href,InstagramHandle,InstagramHandle-href,MonthlyEarnings,YearlyEarnings
1553033657-3077,https://socialblade.com/youtube/top/5000/mostsubscribed,Ladylike,https://socialblade.com/youtube/c/lady-like,Ladylike,256,3324276,639317562,US,People,"Mar 8th, 2017",B+,,https://youtube.com/channel/UCcOeS5aEIadAhKtJ9_VKAIw,null,,,https://youtube.com/channel/UCcOeS5aEIadAhKtJ9_VKAIw,€4.8K - €77.5K,€58.1K - €929.9K
1553033626-3069,https://socialblade.com/youtube/top/5000/mostsubscribed,Tech Series,https://socialblade.com/youtube/channel/UCpzPENOZcyAsKD6aBK0FLAw,Tech Series,549,3324184,99801581,,,"Nov 13th, 2017",B,,https://youtube.com/channel/UCpzPENOZcyAsKD6aBK0FLAw,null,,,https://youtube.com/channel/UCpzPENOZcyAsKD6aBK0FLAw,€825 - €13.2K,€9.9K - €158.4K
1553033646-3074,https://socialblade.com/youtube/top/5000/mostsubscribed,BARBIE FILMES BR,https://socialblade.com/youtube/channel/UChWJfq0sMKpTpDpp9jsrrkQ,BARBIE FILMES BR,264,3323815,791005143,BR,Entertainment,"Jul 17th, 2016",B+,,https://youtube.com/channel/UChWJfq0sMKpTpDpp9jsrrkQ,,https://youtube.com/channel/UChWJfq0sMKpTpDpp9jsrrkQ,,https://www.instagram.com/bf_br,€11.1K - €177.6K,€133.2K - €2.1M
1553033641-3073,https://socialblade.com/youtube/top/5000/mostsubscribed,Backstreet Boys,https://socialblade.com/youtube/c/backstreetboys,Backstreet Boys,91,3323080,24066247,US,Music,"Feb 24th, 2009",B-,,https://youtube.com/channel/UC1OR2YNQLZJYFdQjFrPWvVw,,https://twitter.com/backstreetboys,,https://plus.google.com/104038022900340042031,€119 - €1.9K,€1.4K - €22.9K
1553033621-3068,https://socialblade.com/youtube/top/5000/mostsubscribed,Sen Anlat Karadeniz,https://socialblade.com/youtube/channel/UCZSKbSg4xlgvKYk7ET7awpA,Sen Anlat Karadeniz,1333,3319018,1875033714,TR,,"Dec 22nd, 2017",A,,https://youtube.com/channel/UCZSKbSg4xlgvKYk7ET7awpA,null,,,https://youtube.com/channel/UCZSKbSg4xlgvKYk7ET7awpA,€20.4K - €326.2K,€244.6K - €3.9M
1553033609-3065,https://socialblade.com/youtube/top/5000/mostsubscribed,Farmees Português - Canções dos…,https://socialblade.com/youtube/channel/UCfQiA455x2qMpnYNyfyYi-w,Farmees Português - Canções dos miúdos,561,3318855,1075638508,BR,People,"Jan 22nd, 2016",B+,,https://youtube.com/channel/UCfQiA455x2qMpnYNyfyYi-w,,https://twitter.com/farmeesportugue,,https://plus.google.com/b/107925544255736938574/+farmeesportugues,€6.5K - €104.5K,€78.4K - €1.3M
1553033617-3067,https://socialblade.com/youtube/top/5000/mostsubscribed,Discovery,https://socialblade.com/youtube/c/discoverychannel,Discovery,7769,3317429,1543457479,US,Entertainment,"Dec 13th, 2006",B+,,https://youtube.com/channel/UCqOoboPm3uhY_YXhvhmL-WA,,https://twitter.com/discovery,,https://plus.google.com/105528784201817254000,€4K - €63.8K,€47.8K - €765.1K
1553033605-3064,https://socialblade.com/youtube/top/5000/mostsubscribed,Aymane Serhani,https://socialblade.com/youtube/user/aymaneserhani,Aymane Serhani,27,3317165,773917760,FR,Music,"Feb 28th, 2013",B+,,https://youtube.com/channel/UCLGla5b4F1Y_qB74l3Fh8Vw,,https://instagram.com/aymaneserhani,,https://plus.google.com/103600278954944724241,€7K - €111.3K,€83.5K - €1.3M
1553033518-3042,https://socialblade.com/youtube/top/5000/mostsubscribed,Jesus Adrian Romero,https://socialblade.com/youtube/user/jaroficial,Jesus Adrian Romero,81,3316550,1392141913,US,Music,"Feb 1st, 2010",B+,https://youtube.com/channel/UCL0G_Et4IZSqxN7CXL8bJJQ,,https://www.twitter.com/jaroficial,,https://instagram.com/jaroficial,,€5K - €79.2K,€59.4K - €950.6K
1553033597-3062,https://socialblade.com/youtube/top/5000/mostsubscribed,Olympic,https://socialblade.com/youtube/c/olympics,Olympic,7512,3314074,1631389312,GB,Sports,"Jan 10th, 2006",B+,,https://youtube.com/channel/UCTl3QQTvqHFjurroKxexy2Q,,https://twitter.com/#!/iocmedia,,https://plus.google.com/109192583663551892471,€7.4K - €118.8K,€89.1K - €1.4M
1553033561-3053,https://socialblade.com/youtube/top/5000/mostsubscribed,Rubius Z,https://socialblade.com/youtube/c/elrubiud,Rubius Z,31,3314004,48820368,ES,Comedy,"Apr 3rd, 2006",B+,,https://youtube.com/channel/UCcjIvuxmWlS5IEQ0JdPV4Ng,,https://twitter.com/rubiu5,,https://plus.google.com/114010698497432585550,€1.8K - €29.5K,€22.1K - €354.2K
1553033577-3057,https://socialblade.com/youtube/top/5000/mostsubscribed,Rahasya Talk Show,https://socialblade.com/youtube/c/rahasyatalkshow,Rahasya Talk Show,309,3313402,129200432,IN,Entertainment,"Apr 16th, 2014",B+,,https://youtube.com/channel/UC55O030J0MzZ7arHcrgXdyw,,https://youtube.com/channel/UC55O030J0MzZ7arHcrgXdyw,,https://plus.google.com/110120547160588947578,€0 - €0,€0 - €0
1553033593-3061,https://socialblade.com/youtube/top/5000/mostsubscribed,Brawadis,https://socialblade.com/youtube/c/brawadis,Brawadis,1175,3313327,658368937,US,People,"Apr 3rd, 2015",B+,,https://youtube.com/channel/UCvtRTOMP2TqYqu51xNrqAzg,,https://twitter.com/brawadis,,https://instagram.com/brawadis/,€4.9K - €78.7K,€59K - €944.7K
1553033601-3063,https://socialblade.com/youtube/top/5000/mostsubscribed,Mary Senn,https://socialblade.com/youtube/c/marysennofficial,Mary Senn,279,3312230,385207140,RU,Entertainment,"May 4th, 2012",B,,https://youtube.com/channel/UCOug6HHVNWDpnU-m5kDNwvw,,https://twitter.com/mary_senn,,https://instagram.com/marysenn,€759 - €12.1K,€9.1K - €145.8K
1553033589-3060,https://socialblade.com/youtube/top/5000/mostsubscribed,TV Shows - India,https://socialblade.com/youtube/user/youtubeshowsin,TV Shows - India,0,3311329,0,US,Games,"Aug 31st, 2012",D-,,https://youtube.com/channel/UCY9Jh3SK0N1SAVJi-U--Rwg,,https://youtube.com/channel/UCY9Jh3SK0N1SAVJi-U--Rwg,,https://plus.google.com/101860838826259154910,€0 - €0,€0 - €0
1553033565-3054,https://socialblade.com/youtube/top/5000/mostsubscribed,Hasbro,https://socialblade.com/youtube/c/-hasbro,Hasbro,9305,3309373,4285818497,US,Film,"Sep 27th, 2013",A,,https://youtube.com/channel/UC-r13SLLdZtZNmuC2bMnlmw,,https://youtube.com/channel/UC-r13SLLdZtZNmuC2bMnlmw,,https://plus.google.com/u/0/b/101726575412993622163/101726575412993622163/posts,€18.8K - €301.1K,€225.8K - €3.6M
1553033573-3056,https://socialblade.com/youtube/top/5000/mostsubscribed,Tré Melvin,https://socialblade.com/youtube/c/thisisacommentary,Tré Melvin,178,3308812,328706836,US,Comedy,"Oct 9th, 2011",B-,,https://youtube.com/channel/UCTpwJfKOMcaGOrVdccjnbQQ,,https://instagram.com/tremelvin,,https://plus.google.com/110972950148312223118,€209 - €3.3K,€2.5K - €40.1K
1553033569-3055,https://socialblade.com/youtube/top/5000/mostsubscribed,Guava Juice,https://socialblade.com/youtube/c/guavajuice2,Guava Juice,366,3308660,638529337,IN,Entertainment,"Feb 10th, 2012",B,,https://youtube.com/channel/UCOWh_KHdKlbsC6voOzYXhZQ,,https://www.instagram.com/guavaroi,,https://plus.google.com/105326512064626473443,€1.1K - €17K,€12.8K - €204.1K
1553033545-3049,https://socialblade.com/youtube/top/5000/mostsubscribed,Incognita,https://socialblade.com/youtube/c/incognitatops,Incognita,281,3307885,135771017,AR,Entertainment,"Jun 26th, 2016",B+,,https://youtube.com/channel/UCef_WCjyolnGwRZEReZv7Rw,,https://youtube.com/channel/UCef_WCjyolnGwRZEReZv7Rw,,https://www.facebook.com/incognita-1112189738863576/,€0 - €0,€0 - €0
1553033557-3052,https://socialblade.com/youtube/top/5000/mostsubscribed,Jeamileth Doll,https://socialblade.com/youtube/c/jeamilethdoll,Jeamileth Doll,978,3304729,317406678,JP,People,"Jun 3rd, 2012",B,,https://youtube.com/channel/UCGX1Z6DakWkBqS2xbmMF0yA,,https://instagram.com/jeamileth,,https://plus.google.com/107979920342733137741,€973 - €15.6K,€11.7K - €186.7K
1553033541-3048,https://socialblade.com/youtube/top/5000/mostsubscribed,Mahendra Guru : Online Videos For…,https://socialblade.com/youtube/channel/UCiDKcjKocimAO1tVw1XIJ0Q,Mahendra Guru : Online Videos For Govt. Exams,7618,3303098,375773759,IN,Education,"Jun 13th, 2014",B+,,https://youtube.com/channel/UCiDKcjKocimAO1tVw1XIJ0Q,,https://www.instagram.com/mahendra.guru/?hl=en,,https://plus.google.com/100094265447263724234,€2.9K - €46.1K,€34.5K - €552.7K
1553033553-3051,https://socialblade.com/youtube/top/5000/mostsubscribed,viniccius13,https://socialblade.com/youtube/user/viniccius13,viniccius13,461,3302613,400613849,BR,Games,"Jan 18th, 2011",B,,https://youtube.com/channel/UCiIZY89KwQkxAW-4Le7U7zg,,https://twitter.com/viniccius13,,https://plus.google.com/115483680068709933090,€587 - €9.4K,€7K - €112.7K
1553033528-3045,https://socialblade.com/youtube/top/5000/mostsubscribed,Shot of The Yeagers,https://socialblade.com/youtube/c/shotoftheyeagers,Shot of The Yeagers,947,3298252,1697049954,US,Entertainment,"Aug 9th, 2015",A-,,https://youtube.com/channel/UCXzblaNPtmDBc1QN01fSTzw,,https://instagram.com/shot_of_the_yeagers/,,https://plus.google.com/u/0/b/109075804805371375834/+shotoftheyeagers/posts,€12.2K - €195.7K,€146.8K - €2.3M
1553033496-3037,https://socialblade.com/youtube/top/5000/mostsubscribed,???? ????,https://socialblade.com/youtube/channel/UC8fDL1JmsRffkBwKctkZ4rg,???? ????,926,3295556,316826835,,People,"Apr 7th, 2016",B,,https://youtube.com/channel/UC8fDL1JmsRffkBwKctkZ4rg,null,,,https://youtube.com/channel/UC8fDL1JmsRffkBwKctkZ4rg,€2.2K - €35.9K,€26.9K - €430.5K
1553033524-3044,https://socialblade.com/youtube/top/5000/mostsubscribed,Inutilismo,https://socialblade.com/youtube/c/inutilismo,Inutilismo,309,3294967,301039964,BR,People,"Dec 11th, 2013",B,,https://youtube.com/channel/UCdTWvzwNIeZxSNZ_oWvnBbQ,,https://instagram.com/lucasinutilismo,,https://plus.google.com/101137293518142383713,€1.3K - €20.3K,€15.2K - €243K
1553033479-3033,https://socialblade.com/youtube/top/5000/mostsubscribed,Monsta,https://socialblade.com/youtube/c/~monsta,Monsta,646,3292851,1122825994,MY,Film,"Mar 21st, 2014",A-,,https://youtube.com/channel/UCfqDvjXc2jbAzaeqlIggkkg,,https://www.instagram.com/boboiboy.terbaik,,https://plus.google.com/116201725761795946773,€8.9K - €141.8K,€106.4K - €1.7M
1553033483-3034,https://socialblade.com/youtube/top/5000/mostsubscribed,GQ,https://socialblade.com/youtube/c/gq,GQ,2272,3292754,1128055192,US,News,"Jan 16th, 2008",A-,,https://youtube.com/channel/UCsEukrAd64fqA7FjwkmZ_Dw,,https://www.twitter.com/gqmagazine,,https://plus.google.com/105510341928217582745,€13.3K - €212.6K,€159.4K - €2.6M
1553033520-3043,https://socialblade.com/youtube/top/5000/mostsubscribed,HarryStylesVEVO,https://socialblade.com/youtube/c/harrystylesvevo,HarryStylesVEVO,14,3292202,774395780,,Music,"Mar 31st, 2017",B+,,https://youtube.com/channel/UCbOCbp5gXL8jigIBZLqMPrw,,https://twitter.com/harry_styles,,https://instagram.com/harrystyles,€3.7K - €59.5K,€44.7K - €714.5K
1553033467-3030,https://socialblade.com/youtube/top/5000/mostsubscribed,Calum Scott,https://socialblade.com/youtube/user/itsjustcalum,Calum Scott,19,3291923,31243913,GB,Music,"Oct 30th, 2011",B-,,https://youtube.com/channel/UCTY6fxtqkF_dtGanIhZHHVg,,https://instagram.com/calumscott,,https://plus.google.com/109507897725461125115,€55 - €887,€665 - €10.6K
1553033503-3039,https://socialblade.com/youtube/top/5000/mostsubscribed,Bars and Melody OFFICIAL,https://socialblade.com/youtube/c/barsandmelodyofficial,Bars and Melody OFFICIAL,139,3291224,277626244,GB,Music,"Feb 7th, 2015",B,,https://youtube.com/channel/UC3kYuVXmzxkJ5vtz2XP_6sw,,https://instagram.com/barsandmelody,,https://plus.google.com/100974937470625384222,€868 - €13.9K,€10.4K - €166.6K
1553033499-3038,https://socialblade.com/youtube/top/5000/mostsubscribed,Monark,https://socialblade.com/youtube/c/canaldomonark,Monark,1751,3289895,391683298,BR,Games,"Oct 29th, 2009",B-,,https://youtube.com/channel/UCL6elrBEeem5rIvSLUhxzzQ,,https://instagram.com/monark123,,https://plus.google.com/102716500684268649685,€50 - €798,€599 - €9.6K
1553033464-3029,https://socialblade.com/youtube/top/5000/mostsubscribed,RED21,https://socialblade.com/youtube/user/mrvrschool,RED21,958,3288818,709186150,RU,Comedy,"Apr 17th, 2012",B,,https://youtube.com/channel/UCnnWtgqxmMPkNEqaarG050g,,https://youtube.com/channel/UCnnWtgqxmMPkNEqaarG050g,,https://plus.google.com/104142528891164809045,€3.5K - €56.4K,€42.3K - €676.8K
1553033471-3031,https://socialblade.com/youtube/top/5000/mostsubscribed,Ana Maria Brogui,https://socialblade.com/youtube/c/anamariabrogui1,Ana Maria Brogui,667,3287217,266905490,BR,Howto,"Sep 17th, 2006",B,,https://youtube.com/channel/UCh8qpZhEwzejZ55cajXimqQ,,https://twitter.com/brogui,,https://instagram.com/brogui,€340 - €5.4K,€4.1K - €65.3K
1553033423-3019,https://socialblade.com/youtube/top/5000/mostsubscribed,Dyland PROS,https://socialblade.com/youtube/c/dylandpros,Dyland PROS,506,3285387,246867503,ID,Games,"Jan 28th, 2015",B+,,https://youtube.com/channel/UCXdmo_q4SawYMz-dmeKEHPQ,,https://www.instagram.com/dylandpros,,https://plus.google.com/113472048622845739162,€4.7K - €74.7K,€56K - €896.7K
1553033459-3028,https://socialblade.com/youtube/top/5000/mostsubscribed,Jannine Weigel,https://socialblade.com/youtube/c/janninaw2000,Jannine Weigel,373,3285128,596012337,TH,Games,"Feb 22nd, 2013",B,,https://youtube.com/channel/UChFzJ0bYwztKa4H4oF8fOvw,,https://instagram.com/jannineweigel,,https://plus.google.com/103621932700351810926,€2.5K - €39.3K,€29.5K - €472.1K
1553033455-3027,https://socialblade.com/youtube/top/5000/mostsubscribed,Inanna Sarkis,https://socialblade.com/youtube/c/inanna,Inanna Sarkis,49,3284813,283817108,US,Comedy,"Dec 18th, 2006",B,,https://youtube.com/channel/UCR4RidHeLYLLFIgM5XycBXw,,https://www.instagram.com/inanna,,https://plus.google.com/115880086664010589582,€1.4K - €22.4K,€16.8K - €269.3K
1553033447-3025,https://socialblade.com/youtube/top/5000/mostsubscribed,???? ???? ??????,https://socialblade.com/youtube/channel/UCA8x119TMd1esbI3woeIbQg,???? ???? ??????,507,3282480,687649674,,Howto,"Apr 19th, 2015",B+,,https://youtube.com/channel/UCA8x119TMd1esbI3woeIbQg,,https://www.facebook.com/troomtroom.ru,,https://www.instagram.com/troomtroomru/,€9.5K - €151.7K,€113.8K - €1.8M
1553033435-3022,https://socialblade.com/youtube/top/5000/mostsubscribed,Alicia Keys,https://socialblade.com/youtube/c/aliciakeys,Alicia Keys,106,3279949,43932134,US,Music,"Jan 2nd, 2006",B-,,https://youtube.com/channel/UCK5X3f0fxO4YnVKVZP8p6hg,,https://youtube.com/channel/UCK5X3f0fxO4YnVKVZP8p6hg,,https://plus.google.com/103077697604541281766,€60 - €956,€717 - €11.5K
1553033439-3023,https://socialblade.com/youtube/top/5000/mostsubscribed,Studio Bagel,"https://socialblade.com/youtube/c/,studiobagel",Studio Bagel,248,3278950,620822952,FR,Comedy,"Aug 11th, 2012",B,,https://youtube.com/channel/UCZ8kV8vuMdDLSerCIFfWnFQ,,https://www.instagram.com/studiobagel,,https://plus.google.com/103300738390861156737,€1.5K - €24.6K,€18.5K - €295.5K
1553033410-3016,https://socialblade.com/youtube/top/5000/mostsubscribed,Me poupe!,https://socialblade.com/youtube/c/mepoupenaweb,Me poupe!,440,3278128,133342976,BR,People,"Feb 19th, 2015",B,,https://youtube.com/channel/UC8mDF5mWNGE-Kpfcvnn0bUg,,https://instagram.com/nathaliaarcuri,,https://plus.google.com/116668308348212693744,€1.7K - €26.7K,€20K - €320.3K
1553033432-3021,https://socialblade.com/youtube/top/5000/mostsubscribed,StoryX,https://socialblade.com/youtube/user/thexalius,StoryX,2,3277793,17274,US,People,"Apr 8th, 2012",D-,,https://youtube.com/channel/UCaxYP33JaM8_ML6qL5wRE6A,null,,,https://youtube.com/channel/UCaxYP33JaM8_ML6qL5wRE6A,€0 - €0,€0 - €0
1553033421-3018,https://socialblade.com/youtube/top/5000/mostsubscribed,T-Play,https://socialblade.com/youtube/c/tplay1,T-Play,169,3277058,1020301857,US,,"Oct 28th, 2017",B+,,https://youtube.com/channel/UCdKSGuc89r7OfkdwcFAsVIw,null,,,https://youtube.com/channel/UCdKSGuc89r7OfkdwcFAsVIw,€7.4K - €118.8K,€89.1K - €1.4M
1553033326-2998,https://socialblade.com/youtube/top/5000/mostsubscribed,Peter McKinnon,https://socialblade.com/youtube/c/petermckinnon,Peter McKinnon,303,3274467,197127870,CA,People,"Feb 16th, 2010",B+,,https://youtube.com/channel/UC3DkFux8Iv-aYnTRWzwaiBA,,https://www.instagram.com/petermckinnon/?hl=en,,https://plus.google.com/112074620500943689197,€2.6K - €41.2K,€30.9K - €494.7K
1553033406-3015,https://socialblade.com/youtube/top/5000/mostsubscribed,GOTAGA,https://socialblade.com/youtube/c/gotag4,GOTAGA,785,3273871,450834968,FR,Games,"Aug 31st, 2008",B+,,https://youtube.com/channel/UCCFqUJYKT97UerMmb6DM0bw,,https://instagram.com/imgotaga,,https://plus.google.com/106832412253323283450,€3.9K - €61.8K,€46.3K - €741.5K
1553033403-3014,https://socialblade.com/youtube/top/5000/mostsubscribed,Maangchi,https://socialblade.com/youtube/user/maangchi,Maangchi,361,3273322,362618683,US,Howto,"Apr 3rd, 2007",D-,,https://youtube.com/channel/UC8gFadPgK2r1ndqLI04Xvvw,,https://www.twitter.com/maangchi,,https://instagram.com/maangchi/,€633 - €10.1K,€7.6K - €121.5K
1553033392-3011,https://socialblade.com/youtube/top/5000/mostsubscribed,Meek Mill,https://socialblade.com/youtube/c/meekmill,Meek Mill,137,3272512,1677118354,US,Music,"Apr 13th, 2011",A-,,https://youtube.com/channel/UC9HlWVtENbiMQzVRmnbJxtw,,https://www.twitter.com/meekmill,,https://plus.google.com/115633506185521778865,€13.4K - €214.2K,€160.6K - €2.6M
1553033396-3012,https://socialblade.com/youtube/top/5000/mostsubscribed,uJoãozinho,https://socialblade.com/youtube/c/ujoaozinhovine,uJoãozinho,181,3272082,160786201,BR,Entertainment,"Sep 26th, 2014",B+,,https://youtube.com/channel/UC45zwHCRNT5jA8sC5DUW7oQ,,https://twitter.com/ujoaozinho,,https://www.instagram.com/ujoaozinho/,€3.6K - €57.1K,€42.8K - €685.5K
1553033351-3004,https://socialblade.com/youtube/top/5000/mostsubscribed,Cartoon Network UK,https://socialblade.com/youtube/user/cartoonnetworkuk,Cartoon Network UK,3029,3272043,2405948252,GB,Entertainment,"Apr 12th, 2007",A,,https://youtube.com/channel/UCGydrkfIhUDNCotYQI8TJhA,,https://twitter.com/cnuktweets,,https://www.instagram.com/cartoonnetworkuk,€27.8K - €445.1K,€333.8K - €5.3M
1553033338-3001,https://socialblade.com/youtube/top/5000/mostsubscribed,Bharat Tak,https://socialblade.com/youtube/c/bharattak,Bharat Tak,5845,3269854,498080239,IN,News,"Dec 6th, 2017",A-,,https://youtube.com/channel/UCZINqCwuTRertJyDvHUSopA,null,,,https://youtube.com/channel/UCZINqCwuTRertJyDvHUSopA,€29.7K - €475.9K,€356.9K - €5.7M
1553033370-3009,https://socialblade.com/youtube/top/5000/mostsubscribed,frenchmontana,https://socialblade.com/youtube/c/frenchmontana,frenchmontana,41,3269019,13660754,US,Music,"Jun 22nd, 2011",B-,,https://youtube.com/channel/UC-4mIX9ls8ROVk9ApfeYf5w,,https://www.instagram.com/frenchmontana,,https://plus.google.com/116745223707898760781,€34 - €542,€406 - €6.5K
1553033358-3006,https://socialblade.com/youtube/top/5000/mostsubscribed,Cúmplices de um Resgate,https://socialblade.com/youtube/channel/UCvzAkazTwM1mdF84PaLud5Q,Cúmplices de um Resgate,55,3266363,37321419,BR,People,"Apr 16th, 2015",B,,https://youtube.com/channel/UCvzAkazTwM1mdF84PaLud5Q,,https://instagram.com/cumplicesresgateoficial/,,https://plus.google.com/107299322621849137325,€1.8K - €29K,€21.8K - €348.3K
1553033354-3005,https://socialblade.com/youtube/top/5000/mostsubscribed,Fer0m0nas,https://socialblade.com/youtube/c/fer0m0nass,Fer0m0nas,3882,3264595,588713956,PT,Games,"Oct 17th, 2011",B-,,https://youtube.com/channel/UC4pxiz_9Ok-B4jiKBVYLODg,,https://twitter.com/feromonas_,,https://instagram.com/feromonas_,€84 - €1.3K,€1K - €16.2K
1553033346-3003,https://socialblade.com/youtube/top/5000/mostsubscribed,CarlosVivesVEVO,https://socialblade.com/youtube/user/carlosvivesvevo,CarlosVivesVEVO,100,3264212,3361937796,CO,Music,"Oct 30th, 2012",A,,https://youtube.com/channel/UChcn-n6L8vYHzsqOwOubdRQ,,https://www.facebook.com/carlosvivesoficial,,https://twitter.com/carlosvives,€16.9K - €270.6K,€202.9K - €3.2M
1553033279-2987,https://socialblade.com/youtube/top/5000/mostsubscribed,Mr. Gengar,https://socialblade.com/youtube/user/tirzodominguez14,Mr. Gengar,3353,3263559,2436844251,MX,Entertainment,"Dec 26th, 2011",A+,,https://youtube.com/channel/UCMUe6RDsjPFO1gbl_5EweKA,,https://twitter.com/tirzojesus,,https://plus.google.com/109502180457643653301,€91K - €1.5M,€1.1M - €17.5M
1553033287-2989,https://socialblade.com/youtube/top/5000/mostsubscribed,Receitas de Pai,https://socialblade.com/youtube/c/receitasdepai,Receitas de Pai,401,3262404,172211060,BR,People,"Jan 8th, 2016",B+,,https://youtube.com/channel/UCF5WzS-iBJRfp_EcFI-GT1w,,https://www.facebook.com/groups/565603756936329/,,https://www.instagram.com/receitas_de_pai/,€2.6K - €41.9K,€31.4K - €503.1K
1553033314-2995,https://socialblade.com/youtube/top/5000/mostsubscribed,MR. INDIAN HACKER,https://socialblade.com/youtube/c/mrindianhacker,MR. INDIAN HACKER,236,3262229,324404730,IN,,"Jun 21st, 2012",A-,,https://youtube.com/channel/UCSiDGb0MnHFGjs4E2WKvShw,,https://twitter.com/dilrajsingh18,,https://plus.google.com/112764888411015258708,€8.8K - €140.5K,€105.3K - €1.7M
1553033336-3000,https://socialblade.com/youtube/top/5000/mostsubscribed,Desi Perkins,https://socialblade.com/youtube/c/desiperkins,Desi Perkins,334,3261369,218085931,US,Howto,"Aug 17th, 2013",B,,https://youtube.com/channel/UCG9nVSLp4nQlW79sY5ihRrg,,https://twitter.com/desiperkins,,https://instagram.com/desiperkins,€485 - €7.8K,€5.8K - €93.2K
1553033271-2985,https://socialblade.com/youtube/top/5000/mostsubscribed,FAMILY BOX,https://socialblade.com/youtube/channel/UC-jHNWViReG6R_kJ6b45FdQ,FAMILY BOX,548,3260762,2062653612,RU,People,"Jan 21st, 2015",A,,https://youtube.com/channel/UC-jHNWViReG6R_kJ6b45FdQ,null,,,https://youtube.com/channel/UC-jHNWViReG6R_kJ6b45FdQ,€56.7K - €906.6K,€680K - €10.9M
1553033322-2997,https://socialblade.com/youtube/top/5000/mostsubscribed,MariahCareyVEVO,https://socialblade.com/youtube/user/mariahcareyvevo,MariahCareyVEVO,173,3258672,3588989043,US,Music,"May 12th, 2009",B+,,https://youtube.com/channel/UClS0wn3LPs9jdX_yt2g1k8w,,https://twitter.com/mariahcarey,,https://plus.google.com/109105563080069980474,€9.6K - €153.3K,€114.9K - €1.8M
1553033310-2994,https://socialblade.com/youtube/top/5000/mostsubscribed,Kyler and Mad,https://socialblade.com/youtube/c/kylerandmad,Kyler and Mad,406,3257877,520413645,US,People,"Nov 29th, 2016",B+,,https://youtube.com/channel/UCJTyunmsBLj20wyguh6uMig,,https://www.facebook.com/kylerandmad/,,https://www.instagram.com/taytumandoakley/?hl=en,€6.3K - €100.9K,€75.7K - €1.2M
1553033276-2986,https://socialblade.com/youtube/top/5000/mostsubscribed,The Urdu Teacher,https://socialblade.com/youtube/c/theurduteacher,The Urdu Teacher,769,3256628,268894164,PK,Education,"Feb 6th, 2017",B,,https://youtube.com/channel/UCbEW8ye_j0HuPFXyiYyQnLg,,https://www.facebook.com/channel,,https://twitter.com/theurduteacher,€2K - €32.5K,€24.4K - €390.6K
1553033302-2992,https://socialblade.com/youtube/top/5000/mostsubscribed,TXT,https://socialblade.com/youtube/c/zombiev4tienxinhtrai,TXT,3234,3255144,1479023296,VN,People,"May 21st, 2014",B+,,https://youtube.com/channel/UCShzY_Zghxhkdkh5nSWyBVg,,https://www.facebook.com/tienxinhtrai1994/,,https://plus.google.com/112932197155754960762,€9.4K - €150.8K,€113.1K - €1.8M
1553033259-2982,https://socialblade.com/youtube/top/5000/mostsubscribed,????????? ??? ?…,https://socialblade.com/youtube/channel/UCnBTGpEQ3LGPW2Shh7fiabg,????????? ??? ? ??????,321,3252456,1078346546,RU,Entertainment,"Dec 16th, 2014",A-,,https://youtube.com/channel/UCnBTGpEQ3LGPW2Shh7fiabg,,https://www.facebook.com/talkingangelarussia,,https://plus.google.com/109575836041727733663,€10.8K - €172.7K,€129.5K - €2.1M
1553033284-2988,https://socialblade.com/youtube/top/5000/mostsubscribed,Sophia Grace,https://socialblade.com/youtube/c/sophiagrace,Sophia Grace,123,3251796,739659536,GB,People,"Sep 15th, 2011",B,,https://youtube.com/channel/UCBbl9TWafqQcPfsdG32t--A,,https://instagram.com/therealsophiagrace,,https://plus.google.com/103675679011272732418,€593 - €9.5K,€7.1K - €113.9K
1553033263-2983,https://socialblade.com/youtube/top/5000/mostsubscribed,Mon Laferte,https://socialblade.com/youtube/user/monlaferte,Mon Laferte,89,3251341,50882893,CL,Music,"Apr 26th, 2011",B-,,https://youtube.com/channel/UCn51E6eKnnLklWOcdFT3w5A,,https://youtube.com/channel/UCn51E6eKnnLklWOcdFT3w5A,,https://plus.google.com/114396233241949036593,€77 - €1.2K,€922 - €14.7K
1553033267-2984,https://socialblade.com/youtube/top/5000/mostsubscribed,Baby Show TV,https://socialblade.com/youtube/c/babyshowtv,Baby Show TV,21,3249891,724503266,US,Entertainment,"Jul 15th, 2015",D-,,https://youtube.com/channel/UCvZwfJYg92JqgZ4NGHHLgyw,,https://www.facebook.com/groups/babyshowtv,,https://twitter.com/babyshowtv,€5.6K - €88.8K,€66.6K - €1.1M
1553033255-2981,https://socialblade.com/youtube/top/5000/mostsubscribed,cutepolish,https://socialblade.com/youtube/user/cutepolish,cutepolish,482,3248118,482696089,CA,Howto,"Feb 11th, 2010",B,,https://youtube.com/channel/UCT8z80a4ESgO2Y4qajk-iXw,,https://twitter.com/cutepolish,,https://www.instagram.com/cutepolish,€417 - €6.7K,€5K - €80K
1553033235-2976,https://socialblade.com/youtube/top/5000/mostsubscribed,"Animal Aid Unlimited, India",https://socialblade.com/youtube/user/animalaidunlimited,"Animal Aid Unlimited, India",225,3247555,934665392,IN,Animals,"Aug 2nd, 2008",B+,,https://youtube.com/channel/UC4kyYTypYb3mQ6ZL25kly6g,,https://instagram.com/animalaid_india/,,https://plus.google.com/117868948281279968660,€16.8K - €268.7K,€201.5K - €3.2M
